ResponseId,open.question,rep.supp,dem.supp,elite,bipart,jcs,state,regime,trade,shared.threat,cost,conditions,defense.coop,mil.coop,region,cap,issue.link,none,age,gender,hhi,ethnicity,hispanic,education,political_party,us.region,zip,Q11,Q18,Q1,Q6,Q3,Q4,Q4_DO,Q4,Q5,Q7
R_xbgKpV78yl35jpL,What they might bring to the table or what they have brought. ,,,,,,,,,,,,,,,1,,,19,2,7,15,2,2,1,4,97141,Retail Trade,No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat disagree
R_279AGqu5Bz1Y3Bp,cost versus return,,,,,,,,,,1,,,,,,,,69,1,19,1,1,6,4,2,45231,Educational Services,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Somewhat disagree
R_2AHlOlFEYuq46Aa,Combination of continents,,,,,,,,,,,,,,1,,,,29,2,1,1,2,1,4,4,88001,,No,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Very many.,Strongly agree
R_u2kAayQ0M09LPeF,bad,,,,,,,,,,,,,,,,,1,39,1,11,1,1,5,10,3,35173,Other Mining,No,Somewhat agree,Strongly agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Strongly agree
R_ssZWB2fGlAaTbnb,Weather or not they were democracy.,,,,,,,1,,,,,,,,,,,39,2,19,1,1,3,1,2,54403,Health care and social assistance,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Strongly disagree
R_31bZttmvuVI9gKo,,,,,,,,,,,,,,,,,,1,41,1,13,1,1,7,1,3,35216,Educational Services,No,Strongly agree,Strongly agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Strongly agree
R_2YtF9THLvclMQYl,The money ,,,,,,,,,,1,,,,,,,,31,2,23,15,14,7,2,1,12603,Educational Services,No,Strongly agree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Strongly agree
R_cZInrQckATEE3sZ,idk,,,,,,,,,,,,,,,,,1,18,2,19,15,12,1,3,4,98087,"Arts, entertainment & recreation",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_qxe9XVw9LL4lUaJ,Peace ,,,,,,,,,,,,,,,,,1,35,2,4,1,14,2,7,1,14740,"Manufacturing - machinery, electronics etc.",No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_2QLmfLFT0OhuiKx,Seeing which one offers more ,,,,,,,,,,,,,,,1,,,22,2,1,2,1,2,4,3,75034,Health care and social assistance,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_1CyCWvOtWXnThXn,Not sure.,,,,,,,,,,,,,,,,,1,60,2,1,1,12,-3105,2,4,90294,"Arts, entertainment & recreation",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_dpvfAaXRLHXBG9P,Strongly Agree ,,,,,,,,,,,,,,,,,1,33,1,14,1,1,7,10,3,30656,Information and Telecommunications,Yes,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_1I6jQjHsXnnXrgF,who supported it ,,,1,,,,,,,,,,,,,,,68,2,5,1,1,2,2,1,3773,,No,Somewhat disagree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat disagree
R_1l6vymkbentPKLE,"as one of the most inﬂuential. ... other factors critical to alliance success, we selec- ... Hypothetical scenarios were developed from real ... To assess the success of the manipulation, ﬁve ... The main drivers behind the development of these relationships are enhanced competitiveness, dividing risks, ...",,,,,,,,,,,,,,,,,1,41,1,23,1,1,7,10,2,60640,Information and Telecommunications,,Strongly agree,Strongly agree,,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
R_eIC1TMVDcYuX1i9,No important factor,,,,,,,,,,,,,,,,,1,67,2,1,1,1,2,3,1,4493,Other Mining,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,A few.,Neither agree nor disagree
R_2dMbIt0lmqqSRTn,Probably the money. America has Easter billions of dollars to other countries while its own citizens needed it during covid,,,,,,,,,,1,,,,,,,,21,2,3,1,1,2,10,2,65785,Educational Services,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Somewhat agree
R_1mfLgXz51lND0qJ,If they are a democracy or not ,,,,,,,1,,,,,,,,,,,48,2,8,1,1,6,9,3,31510,Accommodation and food services,No,Somewhat agree,Strongly disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat agree
R_3g0ov5xnp9J1K8L,Don’t know,,,,,,,,,,,,,,,,,1,19,2,-3105,1,1,2,9,1,13603,Educational Services,No,Strongly agree,Strongly disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Strongly agree
R_1lxAJ5aJWzldK4E,Thd most imp7,,,,,,,,,,,,,,,,,1,49,2,20,1,1,6,1,2,65203,Information and Telecommunications,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Somewhat disagree
R_1LwcHcRmAJ9yXfs,The military should not exist has it does now and needs to be dismantled and re established  ,,,,,,,,,,,,,,,,,1,31,2,3,1,1,6,1,1,11758,"Arts, entertainment & recreation",No,Strongly disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,Very many.,Strongly agree
R_ymfbqxRJ5U2awi5,Not sure,,,,,,,,,,,,,,,,,1,40,1,20,1,1,7,1,1,10001,Information and Telecommunications,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat agree
R_UAVwwHKyxqGCoDL,The military alliance with the government ,,,,,,,,,,,,,,,,,1,32,2,3,2,1,2,1,3,77078,Health care and social assistance,No,Strongly agree,Strongly agree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Strongly agree
R_3MutdbmghVbz7xa,I hate war ,,,,,,,,,,,,,,,,,1,32,2,5,1,1,4,4,3,32547,Retail Trade,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Very many.,Somewhat agree
R_1IL8m1ad6BwWkzU,Trade,,,,,,,,1,,,,,,,,,,29,2,4,3,1,6,10,3,29033,"Arts, entertainment & recreation",No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat disagree
R_2b2lYoeam9QW2ya,TYPE OF GOVORNMENT,,,,,,,1,,,,,,,,,,,65,1,13,1,1,6,4,2,60542,"Professional, scientific, and technical services",No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Strongly disagree
R_bDwZWYNfgUDRIXL,Being safe while donf jr. ,,,,,,,,,,,,,,,,,1,26,2,1,2,1,2,1,3,27203,Accommodation and food services,Yes,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Neither agree nor disagree
R_3dMMcfFbBvp6Jep,Cause,,,,,,,,,,,,,,,,,1,50,2,5,16,1,2,2,3,73127,"Administration, support, and waste management",Yes,Somewhat agree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat agree
R_1LvdvNohvCDKeEp,That things can be peicefull,,,,,,,,,,,,,,,,,1,23,2,7,1,1,6,9,2,49401,"Arts, entertainment & recreation",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_2CjEWhTkA58J5yB,About military,,,,,1,,,,,,,,,,,,,29,2,23,1,1,8,10,3,79072,Information and Telecommunications,No,Somewhat disagree,Somewhat disagree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
R_1JWrG0Ix8qNlQiW,Them not being a democracy,,,,,,,1,,,,,,,,,,,52,2,5,1,1,2,9,3,30549,Accommodation and food services,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,None.,Somewhat disagree
R_2SpJ9gYtrGLTP8X,Gbj,,,,,,,,,,,,,,,,,1,26,2,1,1,2,3,10,4,87123,"Manufacturing - food, textile, apparel",Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_3g6FBggkfFcCCOG,No comment ,,,,,,,,,,,,,,,,,1,30,2,9,1,1,2,1,3,73401,Information and Telecommunications,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,None.,Neither agree nor disagree
R_3kN6eqVHZL4iHqi,I don’t really have interest in military affairs ,,,,,,,,,,,,,,,,,1,51,2,1,1,1,6,9,3,29072,Other Mining,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,None.,Neither agree nor disagree
R_SWgqlknqarDxItP,I don’t know ,,,,,,,,,,,,,,,,,1,49,2,20,1,1,2,4,2,60446,Retail Trade,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Somewhat agree
R_2zZx7w8RSnWcaM7,Don't know ,,,,,,,,,,,,,,,,,1,53,2,1,2,1,6,1,3,39842,"Professional, scientific, and technical services",No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_1FtunoRbAhol7xe,Democratic agreed ,,1,,,,,,,,,,,,,,,,22,2,1,15,2,4,1,2,60016,Construction,No,Strongly disagree,Somewhat agree,Somewhat disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Neither agree nor disagree
R_21AOnvwmeStCMhy,Everything,,,,,,,,,,,,,,,,,1,20,2,1,1,1,1,7,3,29388,"Manufacturing - food, textile, apparel",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_3jTDJIKchJ8YTQM,Joint Chiefs opinion ,,,,,1,,,,,,,,,,,,,39,2,3,1,1,6,1,1,16504,,No,Strongly disagree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Strongly disagree
R_2ymhQPyUu4eMZxD,The benefits ,,,,,,,,,,,,,,,,,1,25,2,3,15,1,6,1,2,48210,Information and Telecommunications,No,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Strongly agree
R_aaapsCd5x99momZ,Alliance ,,,,,,,,,,,,,,,,,1,29,2,4,1,1,5,9,1,7843,Health care and social assistance,No,Somewhat agree,Strongly disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Somewhat disagree
R_24No2FIrbSYN3k6,What the alliances whoe cause and solve,,,,,,,,,,,,,,,,,1,34,2,18,1,1,2,2,3,72751,Retail Trade,,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat disagree
R_3fE6jf05Fl6r7V8,Democracy,,,,,,,1,,,,,,,,,,,60,1,3,1,1,4,10,3,29860,Agriculture,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,None.,Somewhat disagree
R_2ROepo3EUgc9ELw,"For me, it’s better if we focus on our current situation right now in fighting this Covid-19 Pandemic.",,,,,,,,,,,,,,,,,1,24,2,9,4,1,6,7,2,48098,Accommodation and food services,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_3gLA7SyagzQ5dU5,The costs incurred,,,,,,,,,,1,,,,,,,,62,2,7,1,1,6,2,3,77536,"Manufacturing - wood, chemicals, plastics etc.",No,Somewhat agree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_2PBdiosPiFjHi2m,20,,,,,,,,,,,,,,,,,1,35,2,1,2,14,2,1,3,70086,Oil and Gas,No,Strongly agree,Strongly agree,Strongly disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Somewhat agree
R_3MfXA6wyk3gl5qO,Unity,,,,,,,,,,,,,,,,,1,31,2,13,1,1,4,7,2,56273,Health care and social assistance,No,,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_2b2D37qjVeLAlKo,Fight,,,,,,,,,,,,,,,,,1,28,2,3,15,2,2,10,3,78412,Accommodation and food services,No,Strongly agree,Strongly disagree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,None.,Strongly agree
R_2AWEiykr4jtpmuV,keeping peace,,,,,,,,,,,,,,,,,1,29,2,5,1,1,4,4,2,48051,"Professional, scientific, and technical services",No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Strongly agree
R_1LTJyYcRCyqVsSz,Defense funds ,,,,,,,,,,1,,,,,,,,24,2,16,1,1,6,7,1,10314,Health care and social assistance,No,Somewhat disagree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Somewhat disagree
R_wZg349KfeTq5wdP,How much do they reciprocate the help,,,,,,,,,,,,,1,,,,,33,2,7,1,1,-3105,10,3,29720,,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Somewhat agree
R_27kVcZDrtoO1dox,Whether we had trade ties with them ,,,,,,,,1,,,,,,,,,,38,2,12,1,1,6,9,3,77002,Real Estate,No,Neither agree nor disagree,Somewhat disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Very many.,Neither agree nor disagree
R_2s4IcriCfSuIq6t,Threats and political party,1,1,,,,,,,1,,,,,,,,,20,2,4,1,1,2,10,2,60706,Educational Services,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_ZC94I2g0ASaTuQV,The cost,,,,,,,,,,1,,,,,,,,58,2,6,1,1,6,1,1,14225,Health care and social assistance,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
R_25QSj3EQ6Il15h7,Support and spending ,,,,,,,,,,1,,,1,,,,,29,2,11,8,1,6,1,3,30309,"Professional, scientific, and technical services",No,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Neither agree nor disagree
R_3syy2pNXnEDQTVy,When to fight for them,,,,,,,,,,,1,,,,,,,19,2,4,1,1,2,1,1,14126,Health care and social assistance,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Very many.,Strongly disagree
R_2abKcjhguV9Rp2E,Cost ,,,,,,,,,,1,,,,,,,,64,2,11,1,1,4,10,4,83686,Health care and social assistance,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat disagree
R_yya2tlVOFboHgBP,I got a lot important factor ,,,,,,,,,,,,,,,,,1,18,2,1,2,1,2,1,1,7205,Agriculture,Yes,Neither agree nor disagree,Somewhat agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Strongly agree
R_2wSSiUZba325mzU,Military involvement,,,,,1,,,,,,,,,,,,,38,2,1,1,1,2,4,3,30810,,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Neither agree nor disagree
R_28GnLjB3Y4eiqc2,Great,,,,,,,,,,,,,,,,,1,44,2,9,2,1,6,2,1,10451,Health care and social assistance,No,Strongly agree,Somewhat agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Very many.,Somewhat agree
R_33EelmPSOdefm5e,.,,,,,,,,,,,,,,,,,1,18,2,5,1,1,2,9,1,15552,Information and Telecommunications,No,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat agree
R_2cedvHVp3UdHpYn,Is the united States would be better off performing whichever alliances,,,,,,,,,,,,,,,,,1,33,2,4,1,1,5,5,2,47804,Educational Services,No,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Somewhat agree
R_4TqoqqP6iYPY3W9,Trade ,,,,,,,,1,,,,,,,,,,22,2,4,1,1,5,10,3,78840,,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Strongly disagree
R_3R4xk24rFoEHP4f,Working together ,,,,,,,,,,,,,,,,,1,20,2,1,1,1,1,10,3,32024,"Arts, entertainment & recreation",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Very many.,Neither agree nor disagree
R_28AkL4ijI7YKRqv,Well china needs to be shut down obviously. But the only reason the democratic party wants an alliance is to hand this country over to them,1,,,,,,,,,,,,,,,,,45,2,1,1,1,2,10,3,77093,Retail Trade,No,Strongly agree,Strongly disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Neither agree nor disagree
R_807gz37XdmmjYbf,Military support,,,,,,,,,,,1,,1,,,,,65,2,2,3,1,4,1,2,58369,"Arts, entertainment & recreation",No,Somewhat agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Strongly disagree
